"lon","lat","USDA_texture_Krig","USDA_texture_IDW"
73.1933250809125,31.2498927291655,"Lo","Lo"
73.1933562025983,31.1913158473293,"Lo","Lo"
73.1933981202318,31.3107188613089,"Lo","Lo"
73.1934246861268,31.2521423870883,"Lo","Lo"
73.1934555793892,31.1935655256206,"Lo","Lo"
73.1934979654407,31.3129684977537,"Lo","Lo"
73.1935243025096,31.2543920439373,"Lo","Lo"
73.1935549673272,31.1958152028395,"Lo","Lo"
73.1935978218409,31.315218133123,"Lo","Lo"
73.1936239300621,31.2566416997122,"Lo","Lo"
73.1936543664132,31.1980648789859,"Lo","Lo"
73.1936976894335,31.3174677674168,"Lo","Lo"
73.1937235687853,31.258891354413,"Lo","Lo"
73.1937537766485,31.2003145540597,"Lo","Lo"
73.1937975682195,31.3197174006349,"Lo","Lo"
73.1938232186803,31.2611410080397,"Lo","Lo"
73.1938531980339,31.2025642280608,"Lo","Lo"
73.1938974582001,31.3219670327773,"Lo","Lo"
73.1939228797483,31.2633906605922,"Lo","Lo"
73.1939526305708,31.2048139009892,"Lo","Lo"
73.1939973593765,31.324216663844,"Lo","Lo"
73.1940225519903,31.2656403120704,"Lo","Lo"
73.1940520742601,31.2070635728448,"Lo","Lo"
73.1940972717496,31.3264662938348,"Lo","Lo"
73.1941222354074,31.2678899624743,"Lo","Lo"
73.1941515291029,31.2093132436276,"Lo","Lo"
73.1941971953205,31.3287159227497,"Lo","Lo"
73.1942219300007,31.2701396118037,"Lo","Lo"
73.1942509951004,31.2115629133374,"Lo","Lo"
73.1942971300905,31.3309655505887,"Lo","Lo"
73.1943216357714,31.2723892600586,"Lo","Lo"
73.1943504722536,31.2138125819742,"Lo","Lo"
73.1944213527204,31.274638907239,"Lo","Lo"
73.1944499605636,31.2160622495379,"Lo","Lo"
73.194521080849,31.2768885533448,"Lo","Lo"
73.1945494600316,31.2183119160285,"Lo","Lo"
73.1946208201581,31.2791381983758,"Lo","Lo"
73.1946489706585,31.2205615814458,"Lo","Lo"
73.1947484924456,31.2228112457899,"Lo","Lo"
73.1948480253938,31.2250609090605,"Lo","Lo"
73.1949475695044,31.2273105712578,"Lo","Lo"
73.1950471247783,31.2295602323816,"Lo","Lo"
73.1951466912167,31.2318098924317,"Lo","Lo"
73.1952462688207,31.2340595514083,"Lo","Lo"
73.1953458575914,31.2363092093111,"Lo","Lo"
